NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
SÃO BENTO DO SAPUCAÍ,44,SORAYA VIEIRA THRONICKE,32
AGUDO,44,SORAYA VIEIRA THRONICKE,47
PASSO FUNDO,44,SORAYA VIEIRA THRONICKE,395
PATROCÍNIO,44,SORAYA VIEIRA THRONICKE,234
SANTA BÁRBARA,44,SORAYA VIEIRA THRONICKE,163
BIRIGUI,44,SORAYA VIEIRA THRONICKE,314
ARAPONGAS,44,SORAYA VIEIRA THRONICKE,303
NOVA VIÇOSA,44,SORAYA VIEIRA THRONICKE,236
PATOS,44,SORAYA VIEIRA THRONICKE,115
JAGUARIBARA,44,SORAYA VIEIRA THRONICKE,23
NOVO GAMA,44,SORAYA VIEIRA THRONICKE,332
ARAÇATUBA,44,SORAYA VIEIRA THRONICKE,484
CRISTÓPOLIS,44,SORAYA VIEIRA THRONICKE,84
ALVORADA,44,SORAYA VIEIRA THRONICKE,596
PIRAPORA,44,SORAYA VIEIRA THRONICKE,90
ITAPEBI,44,SORAYA VIEIRA THRONICKE,28
TEIXEIRA DE FREITAS,44,SORAYA VIEIRA THRONICKE,398
ITAPEVA,44,SORAYA VIEIRA THRONICKE,315
SÃO FRANCISCO DE SALES,44,SORAYA VIEIRA THRONICKE,10
SÃO JOÃO DA BOA VISTA,44,SORAYA VIEIRA THRONICKE,274
CASTANHEIRAS,44,SORAYA VIEIRA THRONICKE,16
IPIXUNA DO PARÁ,44,SORAYA VIEIRA THRONICKE,31
DIADEMA,44,SORAYA VIEIRA THRONICKE,1771
IGRAPIÚNA,44,SORAYA VIEIRA THRONICKE,74
MOGI DAS CRUZES,44,SORAYA VIEIRA THRONICKE,1953
ANTONINA,44,SORAYA VIEIRA THRONICKE,71
PENDÊNCIAS,44,SORAYA VIEIRA THRONICKE,7
CAETITÉ,44,SORAYA VIEIRA THRONICKE,209
ENTRE RIOS,44,SORAYA VIEIRA THRONICKE,161
QUEBRANGULO,44,SORAYA VIEIRA THRONICKE,49
NITERÓI,44,SORAYA VIEIRA THRONICKE,1028
BENTO GONÇALVES,44,SORAYA VIEIRA THRONICKE,204
POJUCA,44,SORAYA VIEIRA THRONICKE,179
CALDAS NOVAS,44,SORAYA VIEIRA THRONICKE,273
GRUPIARA,44,SORAYA VIEIRA THRONICKE,5
BEBERIBE,44,SORAYA VIEIRA THRONICKE,182
MACAÉ,44,SORAYA VIEIRA THRONICKE,467
MURIAÉ,44,SORAYA VIEIRA THRONICKE,158
BALSA NOVA,44,SORAYA VIEIRA THRONICKE,67
BURITI ALEGRE,44,SORAYA VIEIRA THRONICKE,46
DOM BASÍLIO,44,SORAYA VIEIRA THRONICKE,30
BETIM,44,SORAYA VIEIRA THRONICKE,1233
FRANCISCO MORATO,44,SORAYA VIEIRA THRONICKE,691
EDÉIA,44,SORAYA VIEIRA THRONICKE,48
MAURILÂNDIA,44,SORAYA VIEIRA THRONICKE,20
ARENÓPOLIS,44,SORAYA VIEIRA THRONICKE,27
UBERABA,44,SORAYA VIEIRA THRONICKE,606
PEDRO LEOPOLDO,44,SORAYA VIEIRA THRONICKE,178
ANANINDEUA,44,SORAYA VIEIRA THRONICKE,1862
MARICÁ,44,SORAYA VIEIRA THRONICKE,391
SÃO BENTO,44,SORAYA VIEIRA THRONICKE,107
MATEUS LEME,44,SORAYA VIEIRA THRONICKE,116
CATENDE,44,SORAYA VIEIRA THRONICKE,42
UNAÍ,44,SORAYA VIEIRA THRONICKE,132
TERRA NOVA,44,SORAYA VIEIRA THRONICKE,87
MAMBAÍ,44,SORAYA VIEIRA THRONICKE,41
PORTO REAL,44,SORAYA VIEIRA THRONICKE,52
TUPARETAMA,44,SORAYA VIEIRA THRONICKE,23
NOVA FLORESTA,44,SORAYA VIEIRA THRONICKE,33
BOM JESUS DA LAPA,44,SORAYA VIEIRA THRONICKE,171
PAULO AFONSO,44,SORAYA VIEIRA THRONICKE,238
CORONEL FABRICIANO,44,SORAYA VIEIRA THRONICKE,163
SÃO PEDRO DO IGUAÇU,44,SORAYA VIEIRA THRONICKE,22
ÁGUAS LINDAS DE GOIÁS,44,SORAYA VIEIRA THRONICKE,713
NOVA TIMBOTEUA,44,SORAYA VIEIRA THRONICKE,21
SERRA TALHADA,44,SORAYA VIEIRA THRONICKE,77
LINS,44,SORAYA VIEIRA THRONICKE,198
AMERICANA,44,SORAYA VIEIRA THRONICKE,437
SANTA LUZIA,44,SORAYA VIEIRA THRONICKE,915
RIO ESPERA,44,SORAYA VIEIRA THRONICKE,9
ITATIAIA,44,SORAYA VIEIRA THRONICKE,108
PETROLINA DE GOIÁS,44,SORAYA VIEIRA THRONICKE,53
DOM MACEDO COSTA,44,SORAYA VIEIRA THRONICKE,33
MOSSORÓ,44,SORAYA VIEIRA THRONICKE,220
FERRAZ DE VASCONCELOS,44,SORAYA VIEIRA THRONICKE,713
ALTINHO,44,SORAYA VIEIRA THRONICKE,26
AMORINÓPOLIS,44,SORAYA VIEIRA THRONICKE,21
PRINCESA ISABEL,44,SORAYA VIEIRA THRONICKE,38
SANTO ANTÔNIO DE PÁDUA,44,SORAYA VIEIRA THRONICKE,102
ABREU E LIMA,44,SORAYA VIEIRA THRONICKE,208
SÃO JOSÉ DE PRINCESA,44,SORAYA VIEIRA THRONICKE,16
BEBEDOURO,44,SORAYA VIEIRA THRONICKE,168
CABACEIRAS,44,SORAYA VIEIRA THRONICKE,9
BOM JESUS DE GOIÁS,44,SORAYA VIEIRA THRONICKE,105
JUAZEIRO DO NORTE,44,SORAYA VIEIRA THRONICKE,476
LENÇÓIS PAULISTA,44,SORAYA VIEIRA THRONICKE,169
ANÁPOLIS,44,SORAYA VIEIRA THRONICKE,1540
CAXIAS DO SUL,44,SORAYA VIEIRA THRONICKE,1424
SOROCABA,44,SORAYA VIEIRA THRONICKE,1947
VÁRZEA PAULISTA,44,SORAYA VIEIRA THRONICKE,347
SEROPÉDICA,44,SORAYA VIEIRA THRONICKE,237
CARATINGA,44,SORAYA VIEIRA THRONICKE,125
IBICARAÍ,44,SORAYA VIEIRA THRONICKE,127
VOTORANTIM,44,SORAYA VIEIRA THRONICKE,376
VAZANTE,44,SORAYA VIEIRA THRONICKE,41
ITABORAÍ,44,SORAYA VIEIRA THRONICKE,773
LIBERATO SALZANO,44,SORAYA VIEIRA THRONICKE,7
QUIJINGUE,44,SORAYA VIEIRA THRONICKE,118
DORES DE GUANHÃES,44,SORAYA VIEIRA THRONICKE,10
SERRA DO RAMALHO,44,SORAYA VIEIRA THRONICKE,143
CAMACÃ,44,SORAYA VIEIRA THRONICKE,122
VALENÇA,44,SORAYA VIEIRA THRONICKE,689
SANTA RITA,44,SORAYA VIEIRA THRONICKE,345
CASCAVEL,44,SORAYA VIEIRA THRONICKE,1220
SUMARÉ,44,SORAYA VIEIRA THRONICKE,703
IPUÃ,44,SORAYA VIEIRA THRONICKE,16
IBICOARA,44,SORAYA VIEIRA THRONICKE,77
MESQUITA,44,SORAYA VIEIRA THRONICKE,551
ITUPEVA,44,SORAYA VIEIRA THRONICKE,138
OLINDA,44,SORAYA VIEIRA THRONICKE,904
VÁRZEA,44,SORAYA VIEIRA THRONICKE,14
NATAL,44,SORAYA VIEIRA THRONICKE,1236
PINHALZINHO,44,SORAYA VIEIRA THRONICKE,62
PATROCÍNIO PAULISTA,44,SORAYA VIEIRA THRONICKE,50
PRAIA GRANDE,44,SORAYA VIEIRA THRONICKE,960
ARACATU,44,SORAYA VIEIRA THRONICKE,53
CANTAGALO,44,SORAYA VIEIRA THRONICKE,70
