NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
RIBEIRÃO PRETO,21,SOFIA PADUA MANZANO,203
VINHEDO,21,SOFIA PADUA MANZANO,26
OURO PRETO,21,SOFIA PADUA MANZANO,35
PAULO RAMOS,21,SOFIA PADUA MANZANO,5
VISCONDE DO RIO BRANCO,21,SOFIA PADUA MANZANO,12
SANT ANA DO LIVRAMENTO,21,SOFIA PADUA MANZANO,18
PORTO VELHO,21,SOFIA PADUA MANZANO,83
INDAIABIRA,21,SOFIA PADUA MANZANO,1
PETROLÂNDIA,21,SOFIA PADUA MANZANO,3
ILHÉUS,21,SOFIA PADUA MANZANO,34
PASSO FUNDO,21,SOFIA PADUA MANZANO,20
CAPÃO DO LEÃO,21,SOFIA PADUA MANZANO,7
SEABRA,21,SOFIA PADUA MANZANO,5
ITABIRA,21,SOFIA PADUA MANZANO,39
BOA SAÚDE,21,SOFIA PADUA MANZANO,3
POÇÕES,21,SOFIA PADUA MANZANO,10
EUCLIDES DA CUNHA,21,SOFIA PADUA MANZANO,13
TERESÓPOLIS,21,SOFIA PADUA MANZANO,47
HEITORAÍ,21,SOFIA PADUA MANZANO,1
GRÃO MOGOL,21,SOFIA PADUA MANZANO,2
SÃO JOSÉ DOS CAMPOS,21,SOFIA PADUA MANZANO,274
PRADO,21,SOFIA PADUA MANZANO,4
SANTOS,21,SOFIA PADUA MANZANO,226
ALUMÍNIO,21,SOFIA PADUA MANZANO,5
SÃO MIGUEL DO TOCANTINS,21,SOFIA PADUA MANZANO,3
POUSO ALEGRE,21,SOFIA PADUA MANZANO,40
TAGUAÍ,21,SOFIA PADUA MANZANO,4
JUNDIAÍ,21,SOFIA PADUA MANZANO,181
MAUÁ,21,SOFIA PADUA MANZANO,145
RIBEIRÃO DO SUL,21,SOFIA PADUA MANZANO,1
MINEIROS,21,SOFIA PADUA MANZANO,11
BENTO GONÇALVES,21,SOFIA PADUA MANZANO,26
ITABORAÍ,21,SOFIA PADUA MANZANO,50
CANGUÇU,21,SOFIA PADUA MANZANO,5
ARAUCÁRIA,21,SOFIA PADUA MANZANO,43
REDUTO,21,SOFIA PADUA MANZANO,2
SALTO,21,SOFIA PADUA MANZANO,32
PIRAÍ DO NORTE,21,SOFIA PADUA MANZANO,2
VALENÇA,21,SOFIA PADUA MANZANO,30
IGUAPE,21,SOFIA PADUA MANZANO,8
QUEIMADOS,21,SOFIA PADUA MANZANO,31
VÁRZEA PAULISTA,21,SOFIA PADUA MANZANO,31
ITAPETININGA,21,SOFIA PADUA MANZANO,53
SÃO BERNARDO DO CAMPO,21,SOFIA PADUA MANZANO,259
DOIS CÓRREGOS,21,SOFIA PADUA MANZANO,13
ARARAS,21,SOFIA PADUA MANZANO,42
SENADOR CANEDO,21,SOFIA PADUA MANZANO,24
CRAVINHOS,21,SOFIA PADUA MANZANO,7
ALAGOINHAS,21,SOFIA PADUA MANZANO,28
EXTREMA,21,SOFIA PADUA MANZANO,8
VESPASIANO,21,SOFIA PADUA MANZANO,20
NOVA IGUAÇU,21,SOFIA PADUA MANZANO,143
SÃO JOSÉ DO RIO PRETO,21,SOFIA PADUA MANZANO,174
JUQUIÁ,21,SOFIA PADUA MANZANO,7
SERRA DO RAMALHO,21,SOFIA PADUA MANZANO,3
RIBEIRA DO POMBAL,21,SOFIA PADUA MANZANO,9
POÁ,21,SOFIA PADUA MANZANO,42
BARRO,21,SOFIA PADUA MANZANO,2
LIMEIRA,21,SOFIA PADUA MANZANO,102
DIADEMA,21,SOFIA PADUA MANZANO,138
PARIQUERA-AÇU,21,SOFIA PADUA MANZANO,4
COTIA,21,SOFIA PADUA MANZANO,85
SANTA MARIA,21,SOFIA PADUA MANZANO,120
DUQUE DE CAXIAS,21,SOFIA PADUA MANZANO,164
ALVORADA,21,SOFIA PADUA MANZANO,54
CARATINGA,21,SOFIA PADUA MANZANO,12
EMBU DAS ARTES,21,SOFIA PADUA MANZANO,69
ITAQUAQUECETUBA,21,SOFIA PADUA MANZANO,78
ITANHAÉM,21,SOFIA PADUA MANZANO,33
CAMPOS DO JORDÃO,21,SOFIA PADUA MANZANO,16
OURO BRANCO,21,SOFIA PADUA MANZANO,12
ITAMOGI,21,SOFIA PADUA MANZANO,2
JANDIRA,21,SOFIA PADUA MANZANO,35
ABAETÉ,21,SOFIA PADUA MANZANO,4
CONCHAL,21,SOFIA PADUA MANZANO,8
SUMARÉ,21,SOFIA PADUA MANZANO,74
BRAGANÇA PAULISTA,21,SOFIA PADUA MANZANO,57
PATROCÍNIO,21,SOFIA PADUA MANZANO,22
MARÍLIA,21,SOFIA PADUA MANZANO,95
RIBEIRÃO PIRES,21,SOFIA PADUA MANZANO,50
SÃO VICENTE,21,SOFIA PADUA MANZANO,122
CABO FRIO,21,SOFIA PADUA MANZANO,46
NOVA FRIBURGO,21,SOFIA PADUA MANZANO,75
ARARAQUARA,21,SOFIA PADUA MANZANO,103
SOROCABA,21,SOFIA PADUA MANZANO,268
BARRETOS,21,SOFIA PADUA MANZANO,21
SUZANO,21,SOFIA PADUA MANZANO,94
TAUBATÉ,21,SOFIA PADUA MANZANO,83
PIRACICABA,21,SOFIA PADUA MANZANO,164
MOGI GUAÇU,21,SOFIA PADUA MANZANO,38
CUBATÃO,21,SOFIA PADUA MANZANO,30
BARUERI,21,SOFIA PADUA MANZANO,107
MIRASSOL,21,SOFIA PADUA MANZANO,11
LENÇÓIS PAULISTA,21,SOFIA PADUA MANZANO,21
VOTORANTIM,21,SOFIA PADUA MANZANO,33
ALAGOINHA,21,SOFIA PADUA MANZANO,4
SANTA ROSA DE VITERBO,21,SOFIA PADUA MANZANO,5
CRUZEIRO,21,SOFIA PADUA MANZANO,31
CAIEIRAS,21,SOFIA PADUA MANZANO,26
ARAPONGA,21,SOFIA PADUA MANZANO,3
ALFENAS,21,SOFIA PADUA MANZANO,23
CARAPICUÍBA,21,SOFIA PADUA MANZANO,117
SANTA FÉ DO SUL,21,SOFIA PADUA MANZANO,6
MONTE SIÃO,21,SOFIA PADUA MANZANO,7
ILHABELA,21,SOFIA PADUA MANZANO,10
ITAPEVI,21,SOFIA PADUA MANZANO,53
OURINHOS,21,SOFIA PADUA MANZANO,39
DIVINÉSIA,21,SOFIA PADUA MANZANO,1
JABORANDI,21,SOFIA PADUA MANZANO,4
TAMANDARÉ,21,SOFIA PADUA MANZANO,1
QUARAÍ,21,SOFIA PADUA MANZANO,3
CAXIAS,21,SOFIA PADUA MANZANO,20
AÇAILÂNDIA,21,SOFIA PADUA MANZANO,13
CACHOEIRO DE ITAPEMIRIM,21,SOFIA PADUA MANZANO,25
CRICIÚMA,21,SOFIA PADUA MANZANO,61
ARACRUZ,21,SOFIA PADUA MANZANO,13
CAUCAIA,21,SOFIA PADUA MANZANO,64
IBIRAMA,21,SOFIA PADUA MANZANO,4
PETROLINA,21,SOFIA PADUA MANZANO,36
CARIACICA,21,SOFIA PADUA MANZANO,59
BARROCAS,21,SOFIA PADUA MANZANO,2
SANTANA DO ARAGUAIA,21,SOFIA PADUA MANZANO,5
BELO JARDIM,21,SOFIA PADUA MANZANO,7
SOBRAL,21,SOFIA PADUA MANZANO,46
CAIÇARA,21,SOFIA PADUA MANZANO,2
ACARAPE,21,SOFIA PADUA MANZANO,1
CRATO,21,SOFIA PADUA MANZANO,24
MUNDO NOVO,21,SOFIA PADUA MANZANO,6
COMERCINHO,21,SOFIA PADUA MANZANO,3
SÃO JOSÉ DOS PINHAIS,21,SOFIA PADUA MANZANO,92
MARACÁS,21,SOFIA PADUA MANZANO,4
FORTUNA,21,SOFIA PADUA MANZANO,3
CAMAÇARI,21,SOFIA PADUA MANZANO,41
PALMAS,21,SOFIA PADUA MANZANO,46
ITAPITANGA,21,SOFIA PADUA MANZANO,3
PRIMAVERA DO LESTE,21,SOFIA PADUA MANZANO,6
SÃO JOSÉ DO BELMONTE,21,SOFIA PADUA MANZANO,4
CONSELHEIRO LAFAIETE,21,SOFIA PADUA MANZANO,38
PIRAJU,21,SOFIA PADUA MANZANO,5
REDENÇÃO,21,SOFIA PADUA MANZANO,14
CAMPO BELO,21,SOFIA PADUA MANZANO,8
SÃO JOÃO DA BARRA,21,SOFIA PADUA MANZANO,10
SORRISO,21,SOFIA PADUA MANZANO,6
PARÁ DE MINAS,21,SOFIA PADUA MANZANO,25
BOA ESPERANÇA,21,SOFIA PADUA MANZANO,14
BOA VIAGEM,21,SOFIA PADUA MANZANO,13
TOLEDO,21,SOFIA PADUA MANZANO,26
TUBARÃO,21,SOFIA PADUA MANZANO,24
TOMÉ-AÇU,21,SOFIA PADUA MANZANO,9
VARJOTA,21,SOFIA PADUA MANZANO,8
LIMOEIRO DO AJURU,21,SOFIA PADUA MANZANO,2
PAVUSSU,21,SOFIA PADUA MANZANO,2
ARACAJU,21,SOFIA PADUA MANZANO,129
QUEIMADAS,21,SOFIA PADUA MANZANO,6
OURILÂNDIA DO NORTE,21,SOFIA PADUA MANZANO,4
PRUDENTÓPOLIS,21,SOFIA PADUA MANZANO,5
BARRA DO PIRAÍ,21,SOFIA PADUA MANZANO,21
ITABAIANA,21,SOFIA PADUA MANZANO,28
DIAS D ÁVILA,21,SOFIA PADUA MANZANO,8
MONTE CASTELO,21,SOFIA PADUA MANZANO,2
CACHOEIRA DE MINAS,21,SOFIA PADUA MANZANO,3
VÁRZEA ALEGRE,21,SOFIA PADUA MANZANO,4
CARIRÉ,21,SOFIA PADUA MANZANO,1
COROATÁ,21,SOFIA PADUA MANZANO,5
ALEGRETE,21,SOFIA PADUA MANZANO,14
CAMPINA DA LAGOA,21,SOFIA PADUA MANZANO,5
SÃO LOURENÇO,21,SOFIA PADUA MANZANO,12
SANTO ANTÔNIO,21,SOFIA PADUA MANZANO,2
FORTALEZA DE MINAS,21,SOFIA PADUA MANZANO,3
ATENAS,21,SOFIA PADUA MANZANO,5
ANGATUBA,21,SOFIA PADUA MANZANO,3
BANANEIRAS,21,SOFIA PADUA MANZANO,6
MOMBAÇA,21,SOFIA PADUA MANZANO,5
MIRACEMA,21,SOFIA PADUA MANZANO,2
PICOS,21,SOFIA PADUA MANZANO,8
BODOCÓ,21,SOFIA PADUA MANZANO,4
BOM JESUS DO ITABAPOANA,21,SOFIA PADUA MANZANO,10
CAÇADOR,21,SOFIA PADUA MANZANO,11
SIDROLÂNDIA,21,SOFIA PADUA MANZANO,7
NOVA LIMA,21,SOFIA PADUA MANZANO,22
CRUZEIRO DO SUL,21,SOFIA PADUA MANZANO,20
PENHA,21,SOFIA PADUA MANZANO,10
MATA GRANDE,21,SOFIA PADUA MANZANO,8
MONTEVIDÉU,21,SOFIA PADUA MANZANO,5
CATAGUASES,21,SOFIA PADUA MANZANO,19
IGARAPÉ-MIRI,21,SOFIA PADUA MANZANO,7
PATOS DE MINAS,21,SOFIA PADUA MANZANO,31
SERRINHA,21,SOFIA PADUA MANZANO,18
CARLOS BARBOSA,21,SOFIA PADUA MANZANO,11
LUNARDELLI,21,SOFIA PADUA MANZANO,2
ALOÂNDIA,21,SOFIA PADUA MANZANO,1
BRASIL NOVO,21,SOFIA PADUA MANZANO,4
VIRGINÓPOLIS,21,SOFIA PADUA MANZANO,3
PARANAGUÁ,21,SOFIA PADUA MANZANO,27
ANGELIM,21,SOFIA PADUA MANZANO,1
CÁSSIA,21,SOFIA PADUA MANZANO,3
DOM FELICIANO,21,SOFIA PADUA MANZANO,3
ITABUNA,21,SOFIA PADUA MANZANO,42
PEDRINHAS,21,SOFIA PADUA MANZANO,2
GOVERNADOR NEWTON BELLO,21,SOFIA PADUA MANZANO,3
ALTAMIRA,21,SOFIA PADUA MANZANO,12
SENHORA DE OLIVEIRA,21,SOFIA PADUA MANZANO,2
XANXERÊ,21,SOFIA PADUA MANZANO,8
SANTO AMARO,21,SOFIA PADUA MANZANO,13
BREJÃO,21,SOFIA PADUA MANZANO,1
NOVA RUSSAS,21,SOFIA PADUA MANZANO,10
SÃO JOSÉ,21,SOFIA PADUA MANZANO,90
BANDEIRANTES,21,SOFIA PADUA MANZANO,11
COLORADO DO OESTE,21,SOFIA PADUA MANZANO,1
SALGADO FILHO,21,SOFIA PADUA MANZANO,1
UBIRATÃ,21,SOFIA PADUA MANZANO,6
GRAVATAÍ,21,SOFIA PADUA MANZANO,61
DOURADOS,21,SOFIA PADUA MANZANO,54
SÃO JOÃO DEL REI,21,SOFIA PADUA MANZANO,36
BREJOLÂNDIA,21,SOFIA PADUA MANZANO,2
CEARÁ-MIRIM,21,SOFIA PADUA MANZANO,9
CORDEIRÓPOLIS,21,SOFIA PADUA MANZANO,15
SÃO JOSÉ DO JACUÍPE,21,SOFIA PADUA MANZANO,3
ALMIRANTE TAMANDARÉ,21,SOFIA PADUA MANZANO,35
REDENÇÃO DO GURGUÉIA,21,SOFIA PADUA MANZANO,4
PANAMBI,21,SOFIA PADUA MANZANO,10
TRAMANDAÍ,21,SOFIA PADUA MANZANO,8
URUAÇU,21,SOFIA PADUA MANZANO,3
TABOCAS DO BREJO VELHO,21,SOFIA PADUA MANZANO,3
ILHA SOLTEIRA,21,SOFIA PADUA MANZANO,5
PATU,21,SOFIA PADUA MANZANO,3
SANTA MARIA DE ITABIRA,21,SOFIA PADUA MANZANO,5
BARIRI,21,SOFIA PADUA MANZANO,9
UBERABA,21,SOFIA PADUA MANZANO,82
TIRADENTES,21,SOFIA PADUA MANZANO,1
URUGUAIANA,21,SOFIA PADUA MANZANO,19
ARROIO DO MEIO,21,SOFIA PADUA MANZANO,5
SANTA HELENA DE GOIÁS,21,SOFIA PADUA MANZANO,5
COXIM,21,SOFIA PADUA MANZANO,4
TUPANDI,21,SOFIA PADUA MANZANO,1
SÃO JOSÉ DE UBÁ,21,SOFIA PADUA MANZANO,2
CORNÉLIO PROCÓPIO,21,SOFIA PADUA MANZANO,7
GOVERNADOR VALADARES,21,SOFIA PADUA MANZANO,47
SÃO JOÃO DO IVAÍ,21,SOFIA PADUA MANZANO,2
FERNANDÓPOLIS,21,SOFIA PADUA MANZANO,7
ATLANTA,21,SOFIA PADUA MANZANO,9
ANDORINHA,21,SOFIA PADUA MANZANO,1
APUCARANA,21,SOFIA PADUA MANZANO,23
VERA CRUZ,21,SOFIA PADUA MANZANO,7
TOBIAS BARRETO,21,SOFIA PADUA MANZANO,9
GOIOERÊ,21,SOFIA PADUA MANZANO,7
SÃO GONÇALO DO SAPUCAÍ,21,SOFIA PADUA MANZANO,3
CAMANDUCAIA,21,SOFIA PADUA MANZANO,6
APIAÍ,21,SOFIA PADUA MANZANO,5
GUARAPUAVA,21,SOFIA PADUA MANZANO,44
