NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
SOMBRIO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
IGUATU,16,VERA LUCIA PEREIRA DA SILVA SALGADO,11
MACAÉ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,35
VITÓRIA DA CONQUISTA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,20
CAUCAIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,23
MATINHA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
OLINDA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,44
OURINHOS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,12
JOÃO PESSOA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,107
LEME,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
SERRA BRANCA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
SANTA QUITÉRIA DO MARANHÃO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
SALINAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
SÃO JOSÉ DOS PINHAIS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,32
PORTO SEGURO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,14
ÁGUA BRANCA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
HORTOLÂNDIA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,30
BALNEÁRIO PINHAL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,3
OEIRAS DO PARÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,3
ITABIRA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,21
OIAPOQUE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
INDAIATUBA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,39
CAÇAPAVA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,28
GUARACIABA DO NORTE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
LIMOEIRO DO NORTE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
IBIRITÉ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,28
FLORIANÓPOLIS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,154
SENADOR CANEDO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,9
REDENÇÃO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
ARAGUARI,16,VERA LUCIA PEREIRA DA SILVA SALGADO,13
JOINVILLE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,80
APORÁ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
ASSIS BRASIL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
FEIRA DE SANTANA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,68
RIO VERDE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,10
CAICÓ,16,VERA LUCIA PEREIRA DA SILVA SALGADO,10
RIO GRANDE DA SERRA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
GUAÍBA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,16
SARZEDO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,7
TOUROS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
EMBU DAS ARTES,16,VERA LUCIA PEREIRA DA SILVA SALGADO,49
CEARÁ-MIRIM,16,VERA LUCIA PEREIRA DA SILVA SALGADO,18
LAGOA DE ITAENGA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,2
ANÁPOLIS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,30
PASSO FUNDO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,35
ITAPERUNA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,5
BELFORD ROXO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,54
QUEIMADOS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,22
POÇOS DE CALDAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,15
VIÇOSA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,19
CRUZ DAS ALMAS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,8
BARRETOS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,11
MONTES CLAROS,16,VERA LUCIA PEREIRA DA SILVA SALGADO,27
UPANEMA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
JUAZEIRO,16,VERA LUCIA PEREIRA DA SILVA SALGADO,14
TRINDADE,16,VERA LUCIA PEREIRA DA SILVA SALGADO,8
CARAPICUÍBA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,70
PEJUÇARA,16,VERA LUCIA PEREIRA DA SILVA SALGADO,1
SENADOR AMARAL,16,VERA LUCIA PEREIRA DA SILVA SALGADO,4
