NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
CATAGUASES,15,SIMONE NASSAR TEBET,1191
PONTA PORÃ,15,SIMONE NASSAR TEBET,2208
ITABIRINHA,15,SIMONE NASSAR TEBET,150
SANHARÓ,15,SIMONE NASSAR TEBET,99
AREIÓPOLIS,15,SIMONE NASSAR TEBET,230
CUSTÓDIA,15,SIMONE NASSAR TEBET,92
BAURU,15,SIMONE NASSAR TEBET,11806
BARROCAS,15,SIMONE NASSAR TEBET,130
BARBACENA,15,SIMONE NASSAR TEBET,3116
ASSÚ,15,SIMONE NASSAR TEBET,426
PORTO XAVIER,15,SIMONE NASSAR TEBET,163
SANTA BÁRBARA DO PARÁ,15,SIMONE NASSAR TEBET,761
AREIAL,15,SIMONE NASSAR TEBET,143
BETÂNIA DO PIAUÍ,15,SIMONE NASSAR TEBET,33
JABOTICATUBAS,15,SIMONE NASSAR TEBET,619
ARCOVERDE,15,SIMONE NASSAR TEBET,506
SÃO SEBASTIÃO DO CAÍ,15,SIMONE NASSAR TEBET,653
SÃO JOSÉ DA VARGINHA,15,SIMONE NASSAR TEBET,152
ALTA FLORESTA,15,SIMONE NASSAR TEBET,780
JOÃO RAMALHO,15,SIMONE NASSAR TEBET,65
RAFAEL JAMBEIRO,15,SIMONE NASSAR TEBET,214
CACHOEIRA PAULISTA,15,SIMONE NASSAR TEBET,1108
PESQUEIRA,15,SIMONE NASSAR TEBET,463
SÃO JOSÉ DO JACUÍPE,15,SIMONE NASSAR TEBET,121
PARAZINHO,15,SIMONE NASSAR TEBET,42
LIMA DUARTE,15,SIMONE NASSAR TEBET,381
FORMOSA DO RIO PRETO,15,SIMONE NASSAR TEBET,280
LIBERDADE,15,SIMONE NASSAR TEBET,155
OURÉM,15,SIMONE NASSAR TEBET,432
DOURADOS,15,SIMONE NASSAR TEBET,6536
POÁ,15,SIMONE NASSAR TEBET,4433
ALIANÇA DO TOCANTINS,15,SIMONE NASSAR TEBET,90
IPU,15,SIMONE NASSAR TEBET,135
PIRAPOZINHO,15,SIMONE NASSAR TEBET,758
JÓIA,15,SIMONE NASSAR TEBET,133
IPOJUCA,15,SIMONE NASSAR TEBET,784
SEARA,15,SIMONE NASSAR TEBET,548
UBÁ,15,SIMONE NASSAR TEBET,1861
GUARIBA,15,SIMONE NASSAR TEBET,1033
CAMBORIÚ,15,SIMONE NASSAR TEBET,1470
CAETITÉ,15,SIMONE NASSAR TEBET,503
TRÊS LAGOAS,15,SIMONE NASSAR TEBET,3590
CÓRREGO DANTA,15,SIMONE NASSAR TEBET,71
RONDON DO PARÁ,15,SIMONE NASSAR TEBET,580
FRAIBURGO,15,SIMONE NASSAR TEBET,730
PRADOS,15,SIMONE NASSAR TEBET,270
NOVA ROSALÂNDIA,15,SIMONE NASSAR TEBET,69
BOM CONSELHO,15,SIMONE NASSAR TEBET,321
SANTO ANDRÉ,15,SIMONE NASSAR TEBET,33975
BELMONTE,15,SIMONE NASSAR TEBET,360
NOVA CANAÃ,15,SIMONE NASSAR TEBET,149
BONFIM,15,SIMONE NASSAR TEBET,585
IGARASSU,15,SIMONE NASSAR TEBET,1239
IBIRACATU,15,SIMONE NASSAR TEBET,102
MOEMA,15,SIMONE NASSAR TEBET,212
CONSELHEIRO LAFAIETE,15,SIMONE NASSAR TEBET,3768
CURITIBA,15,SIMONE NASSAR TEBET,77515
BELÉM,15,SIMONE NASSAR TEBET,56430
BOM DESPACHO,15,SIMONE NASSAR TEBET,1456
MAZAGÃO,15,SIMONE NASSAR TEBET,862
LAGOA SANTA,1988,SIMONE NASSAR TEBET,1988
VALPARAÍSO DE GOIÁS,15,SIMONE NASSAR TEBET,2964
ROSANA,15,SIMONE NASSAR TEBET,375
ABAETETUBA,15,SIMONE NASSAR TEBET,3081
LAGES,15,SIMONE NASSAR TEBET,5223
MIRADOR,15,SIMONE NASSAR TEBET,145
CACOAL,15,SIMONE NASSAR TEBET,1638
ANDRADINA,15,SIMONE NASSAR TEBET,1727
SÃO JOSÉ DE PRINCESA,15,SIMONE NASSAR TEBET,29
SANTO ANTÔNIO DAS MISSÕES,15,SIMONE NASSAR TEBET,239
OLIVENÇA,15,SIMONE NASSAR TEBET,279
IPIXUNA DO PARÁ,15,SIMONE NASSAR TEBET,589
TUNEIRAS DO OESTE,15,SIMONE NASSAR TEBET,117
PONTE NOVA,15,SIMONE NASSAR TEBET,1083
ARAXÁ,15,SIMONE NASSAR TEBET,3170
CAMBUCI,15,SIMONE NASSAR TEBET,298
LAGOA DA CONFUSÃO,15,SIMONE NASSAR TEBET,155
NATAL,15,SIMONE NASSAR TEBET,13350
CALÇOENE,15,SIMONE NASSAR TEBET,269
PAULA FREITAS,15,SIMONE NASSAR TEBET,138
PARANAGUÁ,15,SIMONE NASSAR TEBET,4197
MARACÁS,15,SIMONE NASSAR TEBET,298
LAURO DE FREITAS,15,SIMONE NASSAR TEBET,3621
JECEABA,15,SIMONE NASSAR TEBET,247
SANTA CRUZ DO CAPIBARIBE,15,SIMONE NASSAR TEBET,852
CATOLÉ DO ROCHA,15,SIMONE NASSAR TEBET,188
ICÓ,15,SIMONE NASSAR TEBET,248
VALENÇA,15,SIMONE NASSAR TEBET,3253
CARAZINHO,15,SIMONE NASSAR TEBET,1734
GUARULHOS,15,SIMONE NASSAR TEBET,43331
NOVA SOURE,15,SIMONE NASSAR TEBET,174
BARRA DO PIRAÍ,15,SIMONE NASSAR TEBET,2331
JUSSARI,15,SIMONE NASSAR TEBET,72
SANTA MARIA,15,SIMONE NASSAR TEBET,8662
PARAMOTI,15,SIMONE NASSAR TEBET,96
ARACATU,15,SIMONE NASSAR TEBET,134
SÃO MIGUEL DO IGUAÇU,15,SIMONE NASSAR TEBET,369
ANGELÂNDIA,15,SIMONE NASSAR TEBET,123
NOVORIZONTE,15,SIMONE NASSAR TEBET,93
ITAIPÉ,15,SIMONE NASSAR TEBET,198
ANTA GORDA,132,SIMONE NASSAR TEBET,132
LAJINHA,15,SIMONE NASSAR TEBET,231
SANTA FÉ DO ARAGUAIA,15,SIMONE NASSAR TEBET,101
NOVA FRIBURGO,15,SIMONE NASSAR TEBET,5135
JATAÍ,15,SIMONE NASSAR TEBET,2029
SUZANO,15,SIMONE NASSAR TEBET,10986
CRUZEIRO DA FORTALEZA,15,SIMONE NASSAR TEBET,116
ARARA,15,SIMONE NASSAR TEBET,128
FEIRA NOVA,15,SIMONE NASSAR TEBET,265
BARRA DO RIBEIRO,15,SIMONE NASSAR TEBET,445
