NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
PAULISTA,12,CIRO FERREIRA GOMES,5239
BOA ESPERANÇA,12,CIRO FERREIRA GOMES,693
SANTA ISABEL DO RIO NEGRO,12,CIRO FERREIRA GOMES,78
VISCONDE DO RIO BRANCO,12,CIRO FERREIRA GOMES,513
SÃO JOSÉ DO NORTE,12,CIRO FERREIRA GOMES,560
RIBEIRÃO PRETO,12,CIRO FERREIRA GOMES,11310
AIUABA,12,CIRO FERREIRA GOMES,427
VIAMÃO,12,CIRO FERREIRA GOMES,4116
LAGOA DE SÃO FRANCISCO,12,CIRO FERREIRA GOMES,140
TRÊS CACHOEIRAS,12,CIRO FERREIRA GOMES,172
SÃO LOURENÇO DO PIAUÍ,12,CIRO FERREIRA GOMES,97
ROSÁRIO OESTE,12,CIRO FERREIRA GOMES,108
ROSÁRIO DO SUL,12,CIRO FERREIRA GOMES,578
VILA VELHA,12,CIRO FERREIRA GOMES,8596
SANTA CRUZ DO ARARI,12,CIRO FERREIRA GOMES,28
BEBERIBE,12,CIRO FERREIRA GOMES,2036
SÃO JOSÉ DA TAPERA,12,CIRO FERREIRA GOMES,367
BOM JESUS,12,CIRO FERREIRA GOMES,792
SUZANO,12,CIRO FERREIRA GOMES,6460
SAPIRANGA,12,CIRO FERREIRA GOMES,1071
PERDIZES,12,CIRO FERREIRA GOMES,177
BOM JARDIM,12,CIRO FERREIRA GOMES,1439
CARAZINHO,12,CIRO FERREIRA GOMES,984
PIÚMA,12,CIRO FERREIRA GOMES,249
OEIRAS,12,CIRO FERREIRA GOMES,563
BIGUAÇU,12,CIRO FERREIRA GOMES,989
MAUÉS,12,CIRO FERREIRA GOMES,306
SÃO DOMINGOS DO MARANHÃO,12,CIRO FERREIRA GOMES,423
SÃO JOSÉ DOS CAMPOS,12,CIRO FERREIRA GOMES,14177
SÃO JOSÉ DO RIO PRETO,12,CIRO FERREIRA GOMES,7568
ITAITUBA,12,CIRO FERREIRA GOMES,1223
AUGUSTO CORRÊA,12,CIRO FERREIRA GOMES,1131
MANICORÉ,12,CIRO FERREIRA GOMES,311
FLORIANÓPOLIS,12,CIRO FERREIRA GOMES,10613
BIRITINGA,12,CIRO FERREIRA GOMES,148
NOVO ARIPUANÃ,12,CIRO FERREIRA GOMES,102
BONITO,12,CIRO FERREIRA GOMES,1046
JAPURÁ,12,CIRO FERREIRA GOMES,133
CODAJÁS,12,CIRO FERREIRA GOMES,131
